ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,fullTimeEmployees,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
WALWIL,1364,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, provides roll-on roll-off (ro-ro) shipping and vehicle logistics services worldwide. It operates in two segments, Ocean and Landbased segments. The Ocean segment engages in the ocean transport of cars, and ro-ro and project cargo primarily for car manufacturers, as well as manufacturers of agriculture, and other high and heavy equipment. The Landbased segment offers vehicle logistics services, including plant and port based technical, marine terminal, and inland distribution services. The company provides its services principally under the Wallenius Wilhelmsen Ocean, Wallenius Wilhelmsen Solutions, EUKOR, ARC, and Armacup brands. It operates a fleet of 126 vessels servicing 15 trade routes. Wallenius Wilhelmsen ASA was founded in 1861 and is based in Lysaker, Norway.",Lysaker,47 67 82 57 00,Norway,[],http://www.walleniuswilhelmsen.com,1,Strandveien 20,,Integrated Freight & Logistics,13.14,13.12,15.647036,0.00456621,0.5426,,13.12,,344658,,13.14,13.420571,0.06,13.12,,344658,,,,,1573516800,2.104651,,,12.66,2,NOK,,107400,,,,5498880000,,,822478,1.4762094,12.66,13.08,,0,107400,28.8,27.70213,,,7.58,12.98,False,,0,13.12,OSL,WALLENIUS WILH ASA,Wallenius Wilhelmsen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,WALWIL.OL,finmb_109864930,no_market,,2.506,,-0.0545,22.39,-0.51691175,,0.47,,422340992,,,5.668,,,,1577750400,0.13828,-203000000,-0.481,,,2.2971065,0.75631,1640908800,1585612800,,,102062909,9336559616,,,,,,,,,,,,,,https://logo.clearbit.com/walleniuswilhelmsen.com,,9500,,,,ed8c9dbc-e194-3c77-adf8-7e083477b0a4,
VVL,5700,Financial Services,"Voss Veksel- og Landmandsbank ASA provides financial products and services to private individuals and corporate customers in Norway. The company offers saving accounts; construction, corporate, car, and other vehicle loans; overdrafts facilities; and bank guarantees. It also provides bank cards; insurance and pension products; payment services; leasing services; and Internet, online, and mobile banking services. The company was founded in 1843 and is based in Voss, Norway.",Voss,47 56 52 35 00,Norway,[],http://vekselbanken.no,1,Vangsgata 24,47 56 51 27 47,Banks—Regional,155,155,149.42143,0.045161292,0.35,,155,,153,,155,149.4,7,155,,153,,,,7,1588550400,0.379069,,,155,2,NOK,8.092727,66,,,,341598304,,,346,3.2146494,155,155,,34200,66,171,8.493151,,3.69,125,154,False,0.0452,38200,155,OSL,VOSS VEKSEL-OG LAN,Voss Veksel- og Landmandsbank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,VVL.OL,finmb_20392694,no_market,,14.439,,0.41467,,-0.04320985,,18.25,,2203860,,,259.549,,,,1577750400,0.07198,44064000,19.153,,,0.5971897,0.30106002,1640908800,1585612800,,,1983366,1534342144,,1399939200,20:1,,,-0.286,,,,,,,,https://logo.clearbit.com/vekselbanken.no,,,,,,13d8dce8-f3ca-3f70-bdb9-6fe73d298889,
ZENA-ME,T2P 0R8,Energy,"Zenith Energy Ltd., together with its subsidiaries, explores for and develops oil and natural gas. It also produces electricity and natural gas condensate. The company owns onshore oilfields with 75 wells located in Azerbaijan; and holds interests in 13 natural gas exploration and production assets, as well as condensate and electricity production sites in Italy. The company was formerly known as Canoel International Energy Ltd. and changed its name to Zenith Energy Ltd. in October 2014. Zenith Energy Ltd. was incorporated in 2007 and is headquartered in Calgary, Canada.",Calgary,587-315-9031,Canada,[],http://www.zenithenergy.ca,1,Bankers Court,403-775-4474,Oil & Gas E&P,0.0838,0.085,0.13087714,,0,,0.088,,2889532,,0.0838,0.098657146,,0.085,,2889532,,,,,,1.300464,,,0.082,4,NOK,,1658088,,,,66231004,,,4762079,,0.082,0.085,,,1658088,1.5,,,,0.053,0.0824,False,,,0.088,OSL,ZENITH ENERGY LTD,Zenith Energy Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,ZENA-ME.OL,finmb_40814475,no_market,,,,-1.35866,,-0.77947366,,,,787676992,,,,,,,1553990400,0.04091,,,,,,0.18187,1617148800,1577750400,,,405856337,37839348,,,,,,,,,,,,,,https://logo.clearbit.com/zenithenergy.ca,15th Floor Suite 1500 850-2nd Street S.W.,207,,,,1b7fe57d-960b-3378-9686-9d3bf8af0299,
VISTIN,0661,Healthcare,"Vistin Pharma ASA, through its subsidiary, Vistin Pharma AS, produces and sells active pharmaceutical ingredients worldwide. It offers metformin active pharmaceutical ingredients and direct compressive granulates for the pharmaceutical industry. Vistin Pharma ASA was incorporated in 2015 and is headquartered in Oslo, Norway.",Oslo,47 35 98 42 00,Norway,[],http://www.vistin.com,1,Ostensjoveien 27,,Drug Manufacturers—Specialty & Generic,14.3,14.2,9.4044285,0.06993007,0,,14.2,,200684,,14.3,12.701428,1,14.2,,200684,,,,1,1589932800,0.877906,,,13.5,2,NOK,,106004,,,,607521024,,,287259,2.4565856,13.5,13.95,,14100,106004,15,11.709402,,,5,13.7,False,0.0699,34200,14.2,OSL,VISTIN PHARMA ASA,Vistin Pharma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,VISTIN.OL,finmb_288390382,no_market,,1.292,,-0.26928,7.955,1.0428572,,1.17,,44344600,,,6.372,,,,1577750400,0.19695,-66722000,-1.548,,,2.1500313,0.62490004,1640908800,1585612800,,,27755724,319566656,,,,,,,,,,,,,,https://logo.clearbit.com/vistin.com,,65,,,,c7de11f3-382d-3a90-87a1-6fcc439a5645,
WSTEP,0166,Technology,"Webstep ASA, together with its subsidiaries, provides information technology (IT) consultancy services to public and private businesses in Norway and Sweden. The company offers digitalization, cloud migration and integration, Internet of Things, machine learning, robotics, and analytics. It also provides cloud computing and infrastructure, security and mobility, sensor technology, product and service development, enterprise user experience, Web analysis, designing, Amazon Web, Azure, big data, prediction, AI, predictive modelling, hackathon, business analysis, and search engine optimization services, as well as tech advisory and management solutions. It serves customers in agriculture and food, banking and financial, oil and offshore, power and energy, telecom, and software industries. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 40 00 33 25,Norway,[],http://www.webstep.com,1,Epicenter,,Information Technology Services,18.4,18.3,19.401428,0.08695652,1.4035001,,18.7,,5838,,18.4,18.465714,1.6,18.3,,5838,,,,,1588896000,0.945958,,,18.3,2,NOK,16.41791,1748,,,,498792608,,,9078,0.7567772,18.3,18.7,,0,1748,26.2,8.274337,,,14.5,18.5,False,,0,18.7,OSL,WEBSTEP ASA,Webstep ASA,Europe/Oslo,CEST,False,7200000,EQUITY,WSTEP.OL,finmb_538629689,no_market,,0.739,,0.045900002,10.535,-0.29230773,,2.26,,26673400,,,14.594,,,,1577750400,0.42212,30252000,1.139,,,1.2813486,0.33957002,1640908800,1585612800,,,16158203,487232256,,,,,,-0.379,,,,,,,,https://logo.clearbit.com/webstep.com,Edvard Storms gate 2,417,,,,b579ab60-65f0-3fcb-84cf-1f0eb25ec7dc,
VOW,1366,Industrials,"VOW ASA, together with its subsidiaries, manufactures and supplies systems for processing and purifying waste water, food waste, solid waste, and bio sludge. It operates through Projects and After Sales segments. The company offers advanced wastewater purification systems to treat various types of maritime wastewater; incinerator systems for burning sludge from food waste and waste water; vacuum systems for collecting, transporting, and further processing of food waste; and waste recycling systems. It also provides waste destruction systems; custom water treatment systems; and bio-sludge system, a treatment system for sludge from waste water and food waste, and to reduce volume by dewatering and drying, as well as to disinfect. In addition, the company offers water reuse units that are used to polish and prolong the use of recreational waters; and solutions for garbage handling, waste to energy, and scrubber wash water. Further, it provides chemical products used in the wastewater purification systems; and spare parts and consumables, as well as service and operational assistance related to these products. The company sells its products to cruise liners. The company was formerly known as Scanship Holding ASA and changed its name to VOW ASA in January 2020. VOW ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.vowasa.com,1,Lysaker Torg 12,,Pollution & Treatment Controls,22.5,22.05,24.637142,0.0044444446,,,22.3,,111117,,22.5,23.374287,0.1,22.05,,111117,,,,0.1,1558656000,1.498255,,,21.5,2,NOK,,161742,,,,2406690048,,,347452,6.3200893,21.5,22.1,,,161742,36,,,,12.2,22,False,0.0044,,22.3,OSL,VOW ASA,VOW ASA,Europe/Oslo,CEST,False,7200000,EQUITY,VOW.OL,finmb_261016875,no_market,,6.643,,-0.03545,66.225,0.041666627,,,,108900000,,,2.165,,,,1577750400,0.04666,-13500000,-0.14,,,10.207852,0.72224,1640908800,1577750400,,,25575256,2529780224,,,,,,,,,,,,,,https://logo.clearbit.com/vowasa.com,,106,,,,86e9b58b-b1e1-3246-a629-6eeca6b530f8,
XXL,0668,Consumer Cyclical,"XXL ASA operates as a sports retailer. The company offers sports, health, and fitness products, such as sports equipment and sportswear for various sports, including football, golf, water sports, racket sports, and ice hockey; and fitness equipment, including treadmills and rowing machines, as well as food supplements and nutrition. It also provides sports-related and outdoor shoes, and shoes accessories; sportswear comprising an assortment of clothes for men, women, and children for outerwear, casual wear, sportswear and technical gear, and swimwear; and outdoor products for fishing, wilderness living, and camping, such as tents, lavvos, sleeping bags, backpacks, and cooking equipment, as well as climbing gear and equipment for horses and dogs. In addition, the company provides hunting products, including firearms and ammunition, clothes, binoculars, optics, knives, and axes; skis and ski accessories, such as shoes, poles, clothes, and other equipment for cross-country and downhill skiing, as well as snowboarding; high-end and everyday bikes comprising hybrid bikes, mountain bikes, city bikes, and electric bikes for children, women, and men; and bike equipment, such as helmets, shoes, spare parts, and clothes. Further, it offers products that connect technology and sports/outdoor activities, including sport watches, action cameras, drones, GPS, earplugs and headphones, portable loudspeakers, sunglasses, pulse meters, power banks, and cycle computers. As of December 31, 2019, the company operated approximately 86 stores, including 36 stores in Norway, 28 stores in Sweden, 17 stores in Finland, and 5 stores in Austria, as well as e-commerce Websites, such as xxl.no, xxl.se, xxl.fi, xxl.dk, and xxlsports.at. XXL ASA was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 24 08 40 00,Norway,[],http://www.xxlasa.com,1,Alna Center,,Specialty Retail,21.94,21.64,12.713804,0.0911577,0,,21.64,,2696992,,21.94,19.820858,2,21.64,,2696992,,,,,1528329600,2.692441,,,20.76,2,NOK,,1759102,,,,5381956608,,,3689663,0.54811656,20.76,21.28,,146500,1759102,27.7904,7.013158,,,3.98,21.22,False,,314200,21.64,OSL,XXL ASA,XXL ASA,Europe/Oslo,CEST,False,7200000,EQUITY,XXL.OL,finmb_30428758,no_market,,0.901,,-0.04705,-19.738,-0.17474121,,3.04,,252436992,,,16.765,,,,1577750400,0.37916002,-462000000,-2.793,,,1.271697,0.06273,1640908800,1593475200,,,154741147,8842460160,,1412035200,1:4,,,1.543,,,,,,,,https://logo.clearbit.com/xxlasa.com,StrOemsveien 245,5568,,,,be3dd330-2515-3a60-a23a-44adf28d4f00,
ZAL,0275,Industrials,"Zalaris ASA provides full-service outsourced personnel and payroll services. The company operates through two segments, Managed Services and Professional Services. It offers a range of payroll and human resource (HR) outsourcing services, including payroll processing, time and attendance, and travel expenses, as well as cloud-based HR functionality services, such as talent management, digital personnel archive, HR analytics, mobile solutions, etc. The company also provides consulting services. It serves retail, bank and insurance, offshore and energy, infrastructure, transportation, technology, services, and health industries. Zalaris ASA has operations in Norway, Sweden, Denmark, Finland, Germany, Latvia, the United Kingdom, and internationally. The company was formerly known as Zalaris HR Services AS and changed its name to Zalaris ASA in May 2014. Zalaris ASA was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 40 00 33 00,Norway,[],http://www.zalaris.com,1,Hovfaret 4b,47 22 02 60 01,Staffing & Employment Services,33.2,32.5,31.708572,0.019578312,0,,33.2,,8023,,33.2,33.325714,0.65,32.5,,8023,,,,,1526428800,0.97093,,,32.3,2,NOK,,14655,,,,651410560,,,14868,0.82976735,32.3,33.1,,44800,14655,38.9,27.899158,,,19.5,32.4,False,,2000,33.2,OSL,ZALARIS ASA,Zalaris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ZAL.OL,finmb_8064584,no_market,,1.316,,-0.07875,33.991,0.4372294,,1.19,,19620800,,,4.901,,,,1577750400,0.38233003,-61826000,-3.148,,,6.774128,0.26861,1640908800,1585612800,,,13749115,1033497280,,,,,,,,,,,,,,https://logo.clearbit.com/zalaris.com,,728,,,,30a379b8-2d3d-31c1-8894-5667107baad6,
ZWIPE-ME,0151,Technology,"Zwipe AS, a biometric technology company, develops and commercializes biometric authentication solutions in the areas of payment, access control, and identification cards in Norway and internationally. The company provides Zwipe payment solution, a fingerprint activated payment card; biometric enrolment tablet for mobile registration and authentication of biometric cards by card issuers; and a wearable device for tokenization of payment applications. Zwipe AS has collaboration with Publicenter on biometric payment solutions. Zwipe AS was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.zwipe.com,1,RAdhusgata 24,,Software—Infrastructure,13.5,13.5,6.91025,,0,,13.84,,27091,,13.5,11.104286,,13.5,,27091,,,,,,,,,12.56,2,NOK,,55500,,,,347144096,,,68527,228.68518,12.56,13.68,,,55500,16.3,,,,2.2,13.2,False,,,13.84,OSL,ZWIPE AS,Zwipe AS,Europe/Oslo,CEST,False,7200000,EQUITY,ZWIPE-ME.OL,finmb_251799104,no_market,,211.696,,0,-3.42,-0.087837875,,,,25525300,,,5.041,,,,1577750400,0.01824,-95154000,-5.98,,,2.6978776,0.20679002,1640908800,1577750400,,,18294720,321355008,,,,,,,,,,,,,,https://logo.clearbit.com/zwipe.com,,29,,,,3d1c0b03-7744-3dfd-99af-d85b3bce923a,
WILS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWI,1366,Industrials,"Wilh. Wilhelmsen Holding ASA provides maritime products and services in Europe, the Americas, Asia, Africa, and Oceania. It operates through Maritime Services and Supply Services segments. The Maritime Services segment offers marine products, ship agency services, and logistics to the merchant fleet, as well as ship management services, including manning for various vessel types. The Supply Services segment engages in the operation of supply bases for the oil industry; development and operation of real estate properties on and off the supply bases; and maintenance of rigs and handling of logistics related to international pipeline projects and windmill parks. The company's marine products include Unitor chemicals and equipment to clean vessels; Unitor fuel treatment chemicals; Unitor oil spill kits and other damage control solutions; Unitor cylinders; Timm ropes; Unitor equipment for the maintenance and performance vessels; and Nalfleet water treatment products to treat and protect on board systems, as well as Unicool refrigerants. It also provides marine insurance services; and maritime training solutions. Wilh. Wilhelmsen Holding ASA was founded in 1861 and is headquartered in Lysaker, Norway. Wilh. Wilhelmsen Holding ASA is a subsidiary of Tallyman AS.",Lysaker,47 67 58 40 00,Norway,[],http://www.wilhelmsen.com,1,Strandveien 20,47 67 58 40 80,Marine Shipping,114.5,114.5,122.87071,0.0023580787,,,114.5,,2525,,114.5,114.685715,0.27,114.5,,2525,,,,4.5,1588204800,1.25872,,,112,2,NOK,,2323,,,,5038855168,,,11401,5.872792,112,115,,13000,2323,179,40.974728,,2.84,86.8,113.5,False,0.038599998,50600,114.5,OSL,WILH WILHEL. HLDG,Wilh. Wilhelmsen Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,WWI.OL,finmb_875518,no_market,,6.576,,-0.23193,49.495,-0.1993007,,2.77,,34000000,,,33.109,,,,1577750400,0.19161,-199000000,-4.363,,,3.4280708,0.62031,1640908800,1585612800,,,20705181,5642409984,,,,,,,,,,,,,,https://logo.clearbit.com/wilhelmsen.com,,15065,,,,7ff393f2-db27-3e08-92bc-41abf523b497,
YAR,0277,Basic Materials,"Yara International ASA provides environmental and industrial solutions in Norway and internationally. It operates through three segments: Sales & Marketing, New Business, and Production. The Sales & Marketing segment offers nitrogen-based fertilizers, including urea, urea ammonium nitrate, calcium ammonium nitrate, ammonium nitrate, calcium nitrate, and compound fertilizers that contain plant nutrients, such as nitrogen, phosphorus, and potassium, as well as foliar and fertigation solutions through micronutrients. It also offers urea and phosphates used as raw materials for feed products in both agriculture and aquaculture; and ammonia, urea, and nitric acid used as input factors for a large range of products and applications. This segment sells its products to distributors, as well as directly to farmers and co-operatives. The New Business segment focuses on developing, commercializing, and scaling up of profitable businesses; and delivers equipment and services to store or handle products. It also provides solution of reagents, technology, and service for NOx abatement for industrial plants, and transport at land and sea. The Production segment produces ammonia, fertilizers, and industrial products. It is also involved in the operation of phosphate mines; trade and shipping of ammonia; and sale of fertilizers; as well as provides logistics services. The company provides its products under the YaraBela, YaraLiva, YaraMila, YaraTera, YaraVera, and YaraVita brands. The company was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,47 24 15 70 00,Norway,[],http://www.yara.com,1,Drammensveien 131,47 24 15 70 01,Agricultural Inputs,377.5,377,344.855,0.004519205,1.0909,,377.8,,809759,,377.5,349.28,1.706,377,,809759,,,,15,1588896000,0.667441,,,372.1,2,NOK,270.05002,433836,,,,101300264960,,,736004,8.319667,372.1,377.1,,18000,433836,422.3,123.06189,,3.05,276.1,376.7,False,0.0397,64300,377.8,OSL,YARA INTERNATIONAL,Yara International ASA,Europe/Oslo,CEST,True,7200000,EQUITY,YAR.OL,finmb_9235643,no_market,,8.613,,0.03113,55.284,-0.09385502,,3.07,,268132000,,,29.582,,,,1577750400,0.30798998,379000000,1.399,,,12.771279,0.36211,1640908800,1593475200,,,169296013,104873918464,,,,,,-0.03,,,,,,,,https://logo.clearbit.com/yara.com,PO Box 343,16033,,,,c105ace5-f782-39a5-b5b3-d78ca60fd444,
