ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,fax,trailingPE,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
GENT-ME,1596,Healthcare,46,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,Norway,[],http://www.gentian.com,1,Bjornasveien 5,Diagnostics & Research,78.5,76.5,54.26594,,0,,79.5,,14356,,78.5,68.54412,,76.5,,14356,,,,,,0.890476,,,76.5,2,NOK,2733,,,,1201410560,,,12463,17.10948,76.5,78,,,2733,89,,,,38,77.5,False,,,79.5,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,14.972,,-0.27326,-52.504,0.65611804,,,,15402700,,,13.192,,,,1577750400,0.26522,-19188000,-1.248,,0.16002727,5.912674,0.48766997,1640908800,1593475200,,,6813392,1051349376,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,47 99 33 99 05,,,,,,,,
EQNR,4035,Energy,21412,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,Norway,[],http://www.equinor.com,1,Forusbeen 50,Oil & Gas Integrated,138.75,137.8,137.89159,0.005117117,,,139.75,,2667145,,138.75,142.3,0.71,137.8,,2667145,,,,6.76,1605139200,0.700602,,,137.75,2,NOK,1519422,,,,453220728832,,,3175567,8.677237,137.75,139.6,,0,1519422,187.2,62.578476,,4.96,95.2,139.55,False,0.048600003,0,139.75,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EQNR.OL,finmb_989228,no_market,,9.049,,-0.04413,32.924,-0.16087091,,2.23,,3247729920,,,10.863,,,,1577750400,0.19812,-2304999936,-0.697,,0.16002727,12.846359,0.67271006,1640908800,1593475200,,,1015658280,472659001344,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,47 51 99 00 00,,,,,,,,
FKRAFT,5147,Utilities,293,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.fjordkraft.no,1,Folke Bernadottes Vei 38,Utilities—Regulated Electric,95.2,97.6,76.86957,0.031512607,0.71089995,,99.5,,266004,,95.2,86.141174,3,97.6,,266004,,,,3,1587600000,0.263701,,,95.2,2,NOK,191036,,,,10040256512,,,188409,1.9572488,95.2,96.7,,0,191036,108.4,,,,46.1,96.4,False,0.03,0,99.5,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.84,,0.08692,15.037,0.9508196,,,,104586000,,,9.122,,,,1577750400,0.41085997,445884000,4.222,,0.16002727,10.524008,0.3204,1640908800,1593475200,,,85428113,9440104448,,,,,,0.348,,,,,,,,https://logo.clearbit.com/fjordkraft.no,47 23 00 61 00,,22.738039,,,,,,
ENTRA,0185,Real Estate,181,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,Real Estate—Diversified,123.8,123.8,127.702896,0.038772214,0.3717,,125.6,,312468,,123.8,125.117645,4.8,123.8,,312468,,,,4.8,1601596800,0.446385,,,123.2,2,NOK,163571,,,,22602579968,,,376355,8.888156,123.2,124.3,,168600,163571,168.6,17.140884,,3.69,96.2,124.1,False,0.0388,193700,125.6,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.676,,0.91663,20.257,-0.09898102,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.16002727,0.988136,0.22298999,1640908800,1593475200,,,150093205,44950949888,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,47 21 60 51 00,,9.6953125,,,,,,
GIG,STJ 3148,Consumer Cyclical,487,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,Malta,[],http://www.gig.com,1,@GiG Beach,Gambling,7.48,7.5,5.481449,,0,,8.3,,163738,,7.48,7.3602943,,7.5,,163738,,,,,,0.812048,,,7.49,2,NOK,536032,,,,724545088,,,187529,,7.49,8.13,,86600,536032,10.92,80.5,,,2.05,8.11,False,,1568100,8.3,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.25199997,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.16002727,5.9409595,0.53973,1640908800,1593475200,,,35872642,673242112,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,356 2711 0277,,,Golden Mile Business Centre Triq Id-Dragunara,,,,,
EPR,1661,Consumer Defensive,1814,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,Norway,[],http://www.europris.no,1,Dikeveien 57,Discount Stores,44.56,44.76,39.25626,0.04376122,0.58669996,,44.9,,418375,,44.56,44.342354,1.95,44.76,,418375,,,,1.95,1588204800,0.769277,,,44.2,2,NOK,419089,,,,7359047680,,,619892,1.055999,44.2,44.48,,79600,419089,50.75,17.135136,,,24.18,44.42,False,0.0438,95300,44.9,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EPR.OL,finmb_293420901,no_market,,1.552,,0.078049995,12.14,0.7244582,,2.59,,165819008,,,11.468,,,,1577750400,0.53228,543936000,3.28,,0.16002727,3.8698988,0.03046,1640908800,1593475200,,,159459440,10814973952,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,13.530488,,,,,,
FJORD,6900,Industrials,1060,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,Norway,[],http://www.fjord1.no,1,Strandavegen 15,Marine Shipping,43.4,43.4,42.398552,0.06221198,0,,43.5,,3952,,43.4,43.63235,2.7,43.4,,3952,,,,,1557878400,0.783106,,,42.7,2,NOK,4037,,,,4326085632,,,18363,1.5109082,42.7,43.4,,0,4037,46.9,12.336183,,,31,43.2,False,,0,43.5,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.598,,0.0346,12.688,0.18579245,,3.51,,99909600,,,22.786,,,,1577750400,0.11310001,99062000,0.992,,0.16002727,1.9002897,0.85439,1640908800,1593475200,,,14465911,10302715904,,,,,,-0.66,,,,,,,,https://logo.clearbit.com/fjord1.no,47 57 75 70 00,,43.649193,,,,,,
GRONG-ME,7870,Financial Services,62,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,Norway,[],http://www.grong-sparebank.no,1,Sundspetvegen 2,Banks—Regional,110,110,108.159424,0.06363636,0.8255,,110,,24,,110,111.882355,7,110,,24,,,,7,1584057600,0.064293,,,110,2,NOK,2,,,,326972800,,,878,1.7965441,110,113,,,2,118,,,,96,110,False,0.0625,,110,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.331,,0.30028,,0.03773582,,,,2972480,,,262.916,,,,1577750400,0.03611,25826000,8.481,,,0.4183846,0,1640908800,1593475200,,,1992599,1516213248,,,,,,0.362,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,47 74 31 28 60,47 74 31 28 61,12.970169,,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GEOS-ME,6002,Industrials,,"Golden Energy Offshore Services AS, together with its subsidiaries, engages in the shipping business in Europe and Africa. The company owns 4 platform supply vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Ãlesund,Norway,[],http://www.geoff.no,1,St Olavs Plass 1,Marine Shipping,1.05,1.2,1.4494927,,0,,1.2,,0,,1.05,1.0479411,,1.2,,0,,,,,,0.383842,,,1.2,4,NOK,3050,,,,54808564,,,548,0.4966072,1.2,1.5,,,3050,5.1,,,,1,1.05,False,,,1.2,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.639,,-0.15581,17.117,,,,,45673800,,,8.079,,,,1577750400,0.4456,-17196492,-0.541,,,0.14853323,0,1640908800,1577750400,,,19335649,291253440,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,47 70 10 26 60,47 70 10 26 61,,,,,,deed147b-b49c-39d3-9c06-87b3993697ec,
GOD,0663,Industrials,271,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.goodtech.no,1,Innspurten 15,Engineering & Construction,7.1,7.5,6.454855,0.2112676,0,,7.5,,78591,,7.1,6.910294,1.5,7.5,,78591,,,,,1398643200,1.284939,,,7,2,NOK,298258,,,,161694400,,,33099,0.33461028,7,7.15,,27800,298258,9,,,,4.72,7,False,,66200,7.5,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.371,,-0.02009,-40.342,-0.053333342,,,,22614600,,,10.225,,,,1577750400,0.029460002,-9708000,-0.425,,,0.6992665,0.59415,1640908800,1593475200,,,11832848,179039456,,1336348800,1:10,,,-0.923,,,,,,,,https://logo.clearbit.com/goodtech.no,47 81 56 86 00,,,Etterstad PO Box 6578,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
HUNT,0287,Energy,3,"Hunter Group ASA, an investment company, focuses primarily on shipping and oil services investments in Norway and internationally. The company develops VLCC construction contracts and options. Its fleet consist of seven identical VLCCs. The company was formerly known as Badger Explorer ASA and changed its name to Hunter Group ASA in May 2017. Hunter Group ASA was founded in 2003 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.huntergroup.no,1,Dronningen 1,Oil & Gas Equipment & Services,3.185,3.185,3.575942,,0,,3.305,,2431603,,3.185,3.2983823,,3.185,,2431603,,,,,,0.105421,,,3.185,4,NOK,1412738,,,,1887187328,,,1468789,30.150616,3.185,3.29,,0,1412738,6.05,328,,,3,3.28,False,,0,3.305,OSL,HUNTER GROUP ASA,Hunter Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HUNT.OL,finmb_23568458,no_market,,33.544,,0.72097,40.031,-0.17272729,,0.01,,575361984,,,0.42,,,,1577750400,0.15904,45127000,0.077,,,7.809524,0.45485002,1640908800,1593475200,,,291150439,2099585024,,1512691200,1:10,,,16.112,,,,,,,,https://logo.clearbit.com/huntergroup.no,47 95 77 29 47,,42.5974,,,,,170d6877-c6c5-3d97-b22b-94bb52c858e2,
GYL,0164,Communication Services,,"Gyldendal ASA, through its subsidiaries publishes and sells books in Norway. It also operates 142 bookstores; and ark.no, an online bookstore. In addition, it publishes dictionaries, and encyclopedias and other reference books in book and digital forms. The company was founded in 1925 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.gyldendalasa.no,1,Sehestedsgate 4,Publishing,500,540,498.18115,0.02,0.3696,,540,,47,,500,488.47058,10,540,,47,,,,7,1593129600,0.327108,,,486,2,NOK,50,,,,1153565056,,,54,0.5503771,486,540,,7100,50,600,,,2,326,480,False,0.0139999995,1300,540,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GYL.OL,finmb_9237616,no_market,,0.727,,0.02084,12.536,0.21951222,,,,2307130,,,324.172,,,,1577750400,0,43689000,18.936,,,1.5423911,0.95658,1640908800,1593475200,,,,1523955456,,,,,,,,,,,,,,https://logo.clearbit.com/gyldendalasa.no,47 22 03 41 00,,26.40473,,,,,416c704a-5f3e-33e9-8594-1e79dea9083e,
HLNG,HM 12,Energy,437,"HÃ¶egh LNG Holdings Ltd., together with its subsidiaries, provides floating energy solutions worldwide. The company operates through four segments: HMLP, Operations, Business Development, and Project Execution. It owns and operates floating LNG import terminals, floating storage and regasification units (FSRUs), and LNG carriers (LNGCs). The company also acquires FSRUs, LNGCs, and other LNG infrastructure assets under long-term charters. As of December 31, 2019, it operated a fleet of two LNG transportation vessels, and ten floating storage and regasification units. The company is also involved in the commercial management and bareboat hiring; and business development and project execution activities. In addition, it owns ships. The company is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.hoeghlng.com,1,Canonâs Court,Oil & Gas Midstream,11.84,11.9,12.087173,0.0063344594,,,11.96,,69603,,11.84,11.76353,0.075,11.9,,69603,,,,,1583366400,1.600602,,,11.6,2,NOK,35579,,,,903840640,,,120283,2.617188,11.6,11.9,,246100,35579,38.8,25.777779,,4.09,8.12,11.6,False,,28200,11.96,OSL,HOEGH LNG HOLDINGS,Höegh LNG Holdings Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,HLNG.OL,finmb_875057,no_market,,8.389,,-0.098629996,14.725,-0.68342245,,0.45,,76251296,,,3.93,,,,1577750400,0.30419,-34062000,-0.451,,,2.951654,0.49327,1640908800,1593475200,,,35959358,2897205504,,,,,,,,,,,,,,https://logo.clearbit.com/hoeghlng.com,,,,22 Victoria Street,,,,4f4b7614-8784-3a33-89c1-234ba734a35b,
HYARD,6090,Industrials,504,"Havyard Group ASA primarily engages in shipbuilding, engineering, ship design, and ship equipment businesses worldwide. It operates in five segments: Ship Technology, Design & Solutions, Power & Systems, Fish Handling, and Havyard Production. The Ship Technology segment constructs and repairs offshore vessels, windmill service vessels, live-fish carriers, fishing vessels, and other specialty vessels. The Design & Solutions segment develops, sells, and delivers ship design and engineering, and system packages to yards and shipping companies. The Power & Systems segment manufactures and supplies diesel- and hybrid-electric propulsion systems, including boards, electromechanical products, and automation and safety systems; designs, engineers, and installs electrical systems; and develops and delivers control and automation systems for ships. The Fish Handling segment delivers solutions for handling and cooling of seafood onboard fishing vessels and live fish carriers, and in on-shore plants; and produces, rents, and sells waste machines. The Havyard Production segment hires out personnel; and pre-fabricates steel products, including piping, switchboards, and starters. The company was founded in 1999 and is headquartered in FosnavÃ¥g, Norway.",FosnavÃ¥g,Norway,[],http://www.havyard.com,1,Havyard House,Aerospace & Defense,1.9,1.95,2.166558,0.2368421,0,,1.95,,29572,,1.9,2.0144117,0.45,1.95,,29572,,,,,1425254400,0.194578,,,1.86,4,NOK,4922,,,,45990360,,,29227,0.020135935,1.86,1.88,,100000,4922,5.5,,,,1.3,1.8,False,,299000,1.95,OSL,HAVYARD GROUP ASA,Havyard Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HYARD.OL,finmb_95307648,no_market,,0.231,,-0.15223,-8.101,-0.6122449,,,,24726000,,,-7.663,,,,1577750400,0.0793,-448878016,-13.903,,,,0.73204005,1640908800,1593475200,,,8019628,528606368,,,,,,,,,,,,,,https://logo.clearbit.com/havyard.com,47 70 08 45 50,,,Holmefjordvegen 1,,,,39294dbc-e16c-30e4-8e1d-0fdc55fbf2d1,
