ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AKERBP,1366,Energy,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1,Building B,,Oil & Gas E&P,171.25,171.5,189.13274,0.010674452,,,175.55,,807565,,171.25,182.08676,1.828,171.5,,807565,,,,7.41,1596153600,1.654069,,,171.35,2,NOK,,384337,,,,61727744000,,,1567147,20.1478,171.35,171.65,,0,384337,297.9,100.97058,,,89.42,171.7,False,0.041199997,0,175.55,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,21.362,,-0.031630002,29.87,-0.2526009,,,,359614016,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.107150316,32.28324,0.70299006,1640908800,1593475200,,,106384610,65447362560,,1261526400,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,1703,Fornebuporten OksenOeyveien 10 Lysaker,,,,,
AMSC,1366,Industrials,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1,Building B,,Marine Shipping,27.05,27.45,26.176115,0.011829944,1.9914999,,27.45,,38946,,27.05,26.133823,0.32,27.45,,38946,,,,3.21,1590451200,0.968023,,,26.9,2,NOK,180.87248,39601,,,,1633614720,,,75574,18.541891,26.9,27,,114600,39601,37.5,72.83784,,11.34,15.06,26.9,False,0.118599996,172600,27.45,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AMSC.OL,finmb_22594564,no_market,,24.516,,0.10217,25.418,-0.20930237,,0.37,,60616500,,,2.669,,,,1577750400,0.19708,9002000,0.149,,0.107150316,10.097415,0.28123,1640908800,1585612800,,,44026980,2159976448,,,,,,0.778,,,,,,,,https://logo.clearbit.com/americanshippingco.com,3,OksenOeyveien 10,,,,,
AKVA,4353,Industrials,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,,Farm & Heavy Construction Machinery,61.4,61.8,61.56403,0.03257329,,,63.4,,3527,,61.4,62.5,2,61.8,,3527,,,,2,1582502400,0.642441,,,61.8,2,NOK,,3230,,,,2095484544,,,6117,0.7038982,61.8,63.4,,49600,3230,83,11.029669,,,41.3,63.2,False,0.0322,34200,63.4,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.089,,-0.00014,25.022,-0.19220775,,5.73,,33156400,,,31.171,,,,1577750400,0.13203,-422000,-0.014,,0.107150316,2.0275257,0.7511,1640908800,1585612800,,,8065299,3241864192,,,,,,-0.417,,,,,,,,https://logo.clearbit.com/akvagroup.com,1444,,,,,,
AZT,9294,Healthcare,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",Tromso,47 77 64 89 00,Norway,[],http://arcticzymes.com,1,Sykehusveien 23,47 77 64 89 01,Biotechnology,43,43,,,0,,44.9,,,,43,,,43,,,,,,,,1.149418,,,43,2,NOK,168.07693,54062,,,,2112226432,,,,20.29777,43,43.9,,,54062,44.9,,,,43,43.4,False,,,44.9,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AZT.OL,finmb_13529463,no_market,,19.783,,0.121549994,151.537,,,,,48334700,,,1.21,,,,1577750400,0.0896,12649000,0.26,,0.107150316,36.115704,0.3134,1640908800,1585612800,,,24481512,2058635904,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,36,PO Box 6463,,,,,
AKA,1366,Energy,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",Barum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,,Oil & Gas Equipment & Services,5.83,5.94,5.8207192,,0,,6.1,,553131,,5.83,5.17,,5.94,,553131,,,,,1397174400,1.273837,,,5.94,2,NOK,,249311,,,,1618795520,,,465031,0.28585476,5.94,5.99,,52200,249311,12.4,14.9,,,3.52,5.96,False,,227000,6.1,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.683,,-0.0498,12.445,-0.4749568,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.107150316,0.40121174,0.51141,1640908800,1593475200,,,136612714,3870428672,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,2112,Oksenoyveien 10 Lysaker,,,,,
AKER,1366,Energy,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,Oksenoyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,370.4,374,357.79282,0.060745142,0,,387,,101436,,370.4,366.4294,22.5,374,,101436,,,,11.75,1595289600,1.701744,,,374,2,NOK,,63438,,,,28531769344,,,219197,0.60568005,374,384.2,,111700,63438,566,14.636191,,,182.2,383.6,False,0.0317,108400,387,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.834,,-0.08871,33.806,-0.16731179,,26.25,,74262800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.107150316,1.5280473,0.70268,1640908800,1593475200,,,67703874,86407929856,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,21865,,,,,,
AFG,0663,Industrials,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1,Innspurten 15,,Engineering & Construction,174.6,174.4,167.28345,0.054410078,1.0266,,174.8,,7346,,174.6,176.70589,9.5,174.4,,7346,,,,12,1589760000,0.436627,,,174.4,2,NOK,21.169916,1852,,,,18355572736,,,19998,0.7661563,174.4,174.8,,178000,1852,185,20.834326,,5.42,124.5,174.4,False,0.0687,52100,174.8,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.801,,0.03506,14.737,0.03244841,,8.39,,105009000,,,22.213,,,,1577750400,0.14407,840000000,8.257,,0.107150316,7.869266,0.60915,1640908800,1585612800,,,40215335,19187347456,,1263772800,5:1,,,-0.1,,,,,,,,https://logo.clearbit.com/afgruppen.com,5526,,,,,,
AKSO,1366,Energy,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1,Oksenoyveien 8,47 67 51 30 10,Oil & Gas Equipment & Services,14.48,14.81,10.42165,0.10013813,0,,14.95,,4558965,,14.48,10.371858,1.45,14.81,,4558965,,,,,1428624000,1.890697,,,14.51,2,NOK,,1791593,,,,3951331840,,,5433095,0.1499386,14.51,14.53,,58500,1791593,30.2,6.2360516,,,4.362,14.51,False,,156700,14.95,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.447,,-0.03779,18.588,-0.45210445,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.107150316,0.6049126,0.46942002,1640908800,1593475200,,,130227946,11784730624,,1175212800,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,13000,,,,,,
ARCUS,1483,Consumer Defensive,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,,Beverages—Wineries & Distilleries,40.7,40,36.17643,0.04078624,0.64839995,,40.9,,28139,,40.7,39.42353,1.66,40,,28139,,,,1.66,1591833600,0.447647,,,40,2,NOK,16.07565,19235,,,,2774938624,,,29921,0.9833582,40,40.9,,0,19235,42,12.215569,,,27.1,40.6,False,0.040799998,0,40.9,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.637,,0.0645,12.037,0.06578946,,3.34,,68013200,,,27.624,,,,1577750400,0.79032,182000000,2.538,,0.107150316,1.4769765,0.15168999,1640908800,1585612800,,,25830157,4618433536,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,430,Postbox 64,,,,,
ATLA NOK,110,Energy,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",Torshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,,Oil & Gas E&P,6.9,6.48,7.029856,,0,,6.48,,246,,6.9,6.875882,,6.48,,246,,,,,,1.421511,,,6.46,2,NOK,,1268,,,,21254176,,,1471,,6.46,7.1,,0,1268,9.9,,,,5.05,6.46,False,,0,6.48,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.119999945,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.107150316,,0,1640908800,1585612800,,,3510194,25515234,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,1,PO Box 1228,,,,,
ASETEK,9220,Technology,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,45 96 45 00 48,Computer Hardware,60.1,60.1,43.40266,0.0019301164,0,,63.9,,64217,,60.1,58.657352,0.116,60.1,,64217,,,,,1493164800,0.688372,,,60.1,2,NOK,,20839,,,,1633535232,,,60032,31.24649,60.1,63.9,,262100,20839,70.3,212.66666,,,17.84,63.8,False,,89800,63.9,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,29.007,,-0.0097,860.142,2.1658537,,0.3,,25604000,,,1.489,,,,1577750400,0.63678,-507000,-0.02,,0.107150316,42.84755,0.00846,1640908800,1585612800,,,21888256,1516430976,,,,,,,,203.53,,,,,,https://logo.clearbit.com/asetek.com,97,Aalborg East,,,,,
AVANCE,HM 08,Energy,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,,Oil & Gas Integrated,21.42,22.3,27.368202,0.014005602,0.1991,,22.36,,1177614,,21.42,18.502354,0.3,22.3,,1177614,,,,2.86,1583884800,1.79593,,,21.32,2,NOK,15.929204,586140,,,,1375920000,,,791844,4.7313204,21.32,21.6,,66000,586140,58.4,67.5,,,16.24,21.52,False,0.13350001,90400,22.36,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,6.054,,0.29652,11.54,-0.08097166,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,0.107150316,3.4957113,0.36513,1640908800,1585612800,,,44520567,1760664960,,,,,,,,,,,,,,https://logo.clearbit.com/avancegas.com,8,14 Par-la-Ville Road PO Box HM 1593,,,,,
AFK,4841,Utilities,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,,Utilities—Renewable,2960,2960,2611.1511,0.018918918,,,2960,,109,,2960,2740,56,2960,,109,,,,56,1588896000,0.276162,,,2900,2,NOK,,3,,,,6359961088,,,99,1.370372,2900,2960,,2000,3,3180,,,,2100,2920,False,0.0189,1500,2960,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,1.289,,-0.00090000004,17.075,0.1428572,,,,2193090,,,1321.135,,,,1577750400,0.012560001,-4194000,-1.907,,0.107150316,2.1950822,0.86077005,1640908800,1585612800,,,298391,5983964160,,1524787200,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,
ASA,6392,Consumer Defensive,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1,Daugstadvegen 445,,Farm Products,114,114,116.574455,,0,,116,,85610,,114,128.16176,,114,,85610,,,,,,1.307334,,,114,2,NOK,,14907,,,,8233544192,,,80403,1486.1993,114,115.5,,,14907,146,,,,68.2,115,False,,,116,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASA.OL,finmb_367799271,no_market,,1495.787,,-2.37401,-739.814,0.16700196,,,,71286096,,,2.928,,,,1577750400,0.33597,-13152000,-0.193,,0.107150316,39.44672,0,1640908800,1577750400,,,35767773,8286657536,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,87,,,,,,
AGS,1366,Industrials,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,,Marine Shipping,1,1.06,0.80519426,,0,,1.06,,1075903,,1,0.8697353,,1.06,,1075903,,,,,1545264000,,,,1.005,4,NOK,,444571,,,,59409208,,,2024874,0.7507038,1.005,1.035,,,444571,14.9624,,,,0.4,1.02,False,,,1.06,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.644,,-0.35246,2.9,-0.9304331,,,,58821000,,,0.038,,,,1577750400,0.00071000005,-27893100,-0.641,,0.107150316,26.578947,0.08083,1640908800,1585612800,,,24148969,50932808,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,8,,,,,,
BSP-ME,0459,Consumer Cyclical,"Black Sea Property AS focuses on operating holiday resort under the Aheloy Beach Resort name in Bulgaria. The company was founded in 2015 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.blackseaproperty.no,1,Sagveien 23 A,,Lodging,2.6,2.16,3.5592086,,0,,2.58,,758,,2.6,2.6088235,,2.16,,758,,,,,,-6.302716,,,2.16,4,NOK,,200,,,,42939196,,,1261,,2.16,2.6,,,200,7.32889,,,,0.183222,2.58,False,,,2.58,OSL,BLACK SEA.PROPERTY,Black Sea Property AS,Europe/Oslo,CEST,False,7200000,EQUITY,BSP-ME.OL,finmb_321493830,no_market,,,,0,-37.38,13.190435,,,,16643100,,,6.561,,,,1577750400,,-6767000,-0.737,,0.107150316,0.39323273,,1640908800,1577750400,,,6894127,134828400,,1564531200,1:25,,,,,,,,,,,https://logo.clearbit.com/blackseaproperty.no,,,,,,,
BEL,0216,Industrials,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,47 22 52 76 00,Norway,[],http://www.belships.com,1,Lilleakerveien 4,47 23 50 08 82,Marine Shipping,6.5,6.5,6.281655,0.00092307694,0.72730005,,6.5,,11075,,6.5,6.727941,0.006,6.5,,11075,,,,0.05,1569456000,0.738372,,,6.5,2,NOK,812.49994,5458,,,,1479575552,,,18609,11.058444,6.5,6.6,,1650000,5458,7.85,81.25,,,5,6.5,False,0.0072000003,1700000,6.5,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BEL.OL,finmb_878059,no_market,,12.099,,0.01232,72.871,0.007299304,,0.08,,227627008,,,0.717,,,,1577750400,0.0864,1649000,0.008,,0.107150316,9.065551,0.81391,1640908800,1585612800,,,46748800,1618822528,,,,,,-1,,,,,,,,https://logo.clearbit.com/belships.com,460,Box 23 Lilleaker,,,,,
BGBIO,5009,Healthcare,"BerGenBio ASA, a clinical-stage biopharmaceutical company, develops medicines to treat immune evasive, drug resistant, and metastatic cancers. Its lead candidate is Bemcentinib, a bioavailable small molecule AXL inhibitor, which is in Phase II clinical development in two major cancer indications. The Phase II clinical trial program focuses on lung cancer, acute myeloid leukaemia, and myelodysplastic syndrome, as well as melanoma and triple negative breast cancer. In addition, it is developing tilvestamab, a function blocking antibody that is in Phase I clinical trial; and BGB601, a Phase I clinical trial antibody drug conjugate against human AXL that is linked to a cytotoxin. BerGenBio ASA has a collaboration agreement with Merck & Co. for clinical trials. The company was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 96 11 59,Norway,[],http://www.bergenbio.com,1,Jonas Lies vei 91,,Biotechnology,32.35,33.6,27.120691,,0,,34,,1096186,,32.35,38.84853,,33.6,,1096186,,,,,,2.121724,,,31.05,2,NOK,,893294,,,,2783593984,,,1085761,12768.779,31.05,31.9,,0,893294,54,-8.285714,,,11.4,31.75,False,,0,34,OSL,BERGENBIO ASA,BerGenBio ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BGBIO.OL,finmb_107144331,no_market,,8953.226,,0,-9.094,1.3646915,,-3.85,,87260000,,,5.173,,,,1577750400,0.18125,-203530000,-3.336,,0.107150316,6.1666346,0.45501998,1640908800,1585612800,,,46186728,1951803136,,,,,,,,,,,,,,https://logo.clearbit.com/bergenbio.com,28,,,,,,
AYFIE-ME,0279,Technology,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,47 48 31 08 00,Norway,[],http://www.ayfie.com,1,Karenslyst Alle 49,,Software—Application,2.38,2.39,,,0,,2.4495,,,,2.38,,,2.39,,,,,,,,,,,2.36,4,NOK,,125081,,,,,,,,,2.36,2.4495,,,125081,2.4495,,,,2.36,2.39,False,,,2.4495,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0,,,,,,106209000,,,,,,,,,,,,0.107150316,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,,,,,,,
